PidTagRuleIds,0x6675,PtypBinary,0x0102
PidTagRuleLevel,0x6683,PtypInteger32,0x0003
PidTagRuleMessageLevel,0x65ED,PtypInteger32,0x0003
PidTagRuleMessageName,0x65EC,PtypString,0x001F
PidTagRuleMessageProvider,0x65EB,PtypString,0x001F
PidTagRuleMessageProviderData,0x65EE,PtypBinary,0x0102
PidTagRuleMessageSequence,0x65F3,PtypInteger32,0x0003
PidTagRuleMessageState,0x65E9,PtypInteger32,0x0003
PidTagRuleMessageUserFlags,0x65EA,PtypInteger32,0x0003
PidTagRuleName,0x6682,PtypString,0x001F
PidTagRuleProvider,0x6681,PtypString,0x001F
PidTagRuleProviderData,0x6684,PtypBinary,0x0102
PidTagRuleSequence,0x6676,PtypInteger32,0x0003
PidTagRuleState,0x6677,PtypInteger32,0x0003
PidTagRuleUserFlags,0x6678,PtypInteger32,0x0003
PidTagRwRulesStream,0x6802,PtypBinary,0x0102
PidTagScheduleInfoAppointmentTombstone,0x686A,PtypBinary,0x0102
PidTagScheduleInfoAutoAcceptAppointments,0x686D,PtypBoolean,0x000B
PidTagScheduleInfoDe,0x6845,PtypMultipleBinary,0x1102
PidTagScheduleInfoDelegateNames,0x6844,PtypMultipleString,0x101F
PidTagScheduleInfoDelegateNamesW,0x684A,PtypMultipeleString,0x101F
PidTagScheduleInfoDelegatorWantsCopy,0x6842,PtypBoolean,0x000B
PidTagScheduleInfoDelegatorWantsInfo,0x684B,PtypBoolean,0x000B
PidTagScheduleInfoDisallowOverlappingAppts,0x686F,PtypBoolean,0x000B
PidTagScheduleInfoDisallowRecurringAppts,0x686E,PtypBoolean,0x000B
PidTagScheduleInfoDontMailDelegates,0x6843,PtypBoolean,0x000B
PidTagScheduleInfoFreeBusy,0x686C,PtypBinary,0x0102
PidTagScheduleInfoFreeBusyAway,0x6856,PtypMultipleBinary,0x1102
PidTagScheduleInfoFreeBusyBusy,0x6854,PtypMultipleBinary,0x1102
PidTagScheduleInfoFreeBusyMerged,0x6850,PtypMultipleBinary,0x1102
PidTagScheduleInfoFreeBusyTentative,0x6852,PtypMultipleBinary,0x1102
PidTagScheduleInfoMonthsAway,0x6855,PtypMultipleInteger32,0x1003
PidTagScheduleInfoMonthsBusy,0x6853,PtypMultipleInteger32,0x1003
PidTagScheduleInfoMonthsMerged,0x684F,PtypMultipleInteger32,0x1003
PidTagScheduleInfoMonthsTentat,0x6851,PtypMultipleInteger32,0x1003
PidTagScheduleInfoResourceType,0x6841,PtypInteger32,0x0003
PidTagSchedulePlusFreeBusyEntryId,0x6622,PtypBinary,0x0102
PidTagScriptData,0x0004,PtypBinary,0x0102
PidTagSearchFolderDefinition,0x6845,PtypMultipeBinary,0x1102
PidTagSearchFolderEfpFlags,0x6848,PtypInteger32,0x0003
PidTagSearchFolderExpiration,0x683A,PtypInteger32,0x0003
PidTagSearchFolderId,0x6842,PtypBinary,0x0102
PidTagSearchFolderLastUsed,0x6834,PtypInteger32,0x0003
PidTagSearchFolderRecreateInfo,0x6844,PtypBinary,0x0102
PidTagSearchFolderStorageType,0x6846,PtypInteger32,0x0003
PidTagSearchFolderTag,0x6847,PtypInteger32,0x0003
PidTagSearchFolderTemplateId,0x6841,PtypInteger32,0x0003
PidTagSearchKey,0x300B,PtypBinary,0x0102
PidTagSecurityDescriptorAsXml,0x0E6A,PtypString,0x001F
PidTagSelectable,0x3609,PtypBoolean,0x000B
PidTagSenderAddressType,0x0C1E,PtypString,0x001F
PidTagSenderEmailAddress,0x0C1F,PtypString,0x001F
PidTagSenderEntryId,0x0C19,PtypBinary,0x0102
PidTagSenderIdStatus,0x4079,PtypInteger32,0x0003
PidTagSenderName,0x0C1A,PtypString,0x001F
PidTagSenderSearchKey,0x0C1D,PtypBinary,0x0102
PidTagSenderSmtpAddress,0x5D01,PtypString,0x001F
PidTagSenderTelephoneNumber,0x6802,PtypString,0x001F
PidTagSendInternetEncoding,0x3A71,PtypInteger32,0x0003
PidTagSendRichInfo,0x3A40,PtypBoolean,0x000B
PidTagSensitivity,0x0036,PtypInteger32,0x0003
PidTagSentMailSvrEID,0x6740,PtypServerId,0x00FB
PidTagSentRepresentingAddressType,0x0064,PtypString,0x001F
PidTagSentRepresentingEmailAddress,0x0065,PtypString,0x001F
PidTagSentRepresentingEntryId,0x0041,PtypBinary,0x0102
PidTagSentRepresentingFlags,0x401A,PtypInteger32,0x0003
PidTagSentRepresentingName,0x0042,PtypString,0x001F
PidTagSentRepresentingSearchKey,0x003B,PtypBinary,0x0102
PidTagSentRepresentingSmtpAddress,0x5D02,PtypString,0x001F
PidTagSerializedReplidG,0x6638,PtypBinary,0x0102
PidTagSmtpAddress,0x39FE,PtypString,0x001F
PidTagSortLocaleId,0x6705,PtypInteger32,0x0003
PidTagSourceKey,0x65E0,PtypBinary,0x0102
PidTagSpokenName,0x8CC2,PtypBinary,0x0102
PidTagSpouseName,0x3A48,PtypString,0x001F
PidTagStartDate,0x0060,PtypTime,0x0040
PidTagStartDateEtc,0x301B,PtypBinary,0x0102
PidTagStateOrProvince,0x3A28,PtypString,0x001F
PidTagStoreEntryId,0x0FFB,PtypBinary,0x0102
PidTagStoreState,0x340E,PtypInteger32,0x0003
PidTagStoreSupportMask,0x340D,PtypInteger32,0x0003
PidTagStreetAddress,0x3A29,PtypString,0x001F
PidTagSubfolders,0x360A,PtypBoolean,0x000B
PidTagSubject,0x0037,PtypString,0x001F
PidTagSubjectPrefix,0x003D,PtypString,0x001F
PidTagSupplementaryInfo,0x0C1B,PtypString,0x001F
PidTagSurname,0x3A11,PtypString,0x001F
PidTagSwappedToDoData,0x0E2D,PtypBinary,0x0102
PidTagSwappedToDoStore,0x0E2C,PtypBinary,0x0102
PidTagTargetEntryId,0x3010,PtypBinary,0x0102
PidTagTelecommunicationsDeviceForDeafTelephoneNumber,0x3A4B,PtypString,0x001F
PidTagTelexNumber,0x3A2C,PtypString,0x001F
PidTagTemplateData,0x0001,PtypBinary,0x0102
PidTagTemplateid,0x3902,PtypBinary,0x0102
PidTagTextAttachmentCharset,0x371B,PtypString,0x001F
PidTagThumbnailPhoto,0x8C9E,PtypBinary,0x0102
PidTagTitle,0x3A17,PtypString,0x001F
PidTagTnefCorrelationKey,0x007F,PtypBinary,0x0102
PidTagToDoItemFlags,0x0E2B,PtypInteger32,0x0003
PidTagTransmittableDisplayName,0x3A20,PtypString,0x001F
PidTagTransportMessageHeaders,0x007D,PtypString,0x001F
PidTagTrustSender,0x0E79,PtypInteger32,0x0003
PidTagUserCertificate,0x3A22,PtypBinary,0x0102
PidTagUserEntryId,0x6619,PtypBinary,0x0102
PidTagUserX509Certificate,0x3A70,PtypMultipleBinary,0x1102
PidTagViewDescriptorBinary,0x7001,PtypBinary,0x0102
PidTagViewDescriptorName,0x7006,PtypString,0x001F
PidTagViewDescriptorStrings,0x7002,PtypString,0x001F
PidTagViewDescriptorVersion,0x7007,PtypInteger32,0x0003
PidTagVoiceMessageAttachmentOrder,0x6805,PtypString,0x001F
PidTagVoiceMessageDuration,0x6801,PtypInteger32,0x0003
PidTagVoiceMessageSenderName,0x6803,PtypString,0x001F
PidTagWeddingAnniversary,0x3A41,PtypTime,0x0040
PidTagWlinkAddressBookEID,0x6854,PtypBinary,0x0102
PidTagWlinkAddressBookStoreEID,0x6891,PtypBinary,0x0102
PidTagWlinkCalendarColor,0x6853,PtypInteger32,0x0003
PidTagWlinkClientID,0x6890,PtypBinary,0x0102
PidTagWlinkEntryId,0x684C,PtypBinary,0x0102
PidTagWlinkFlags,0x684A,PtypInteger32,0x0003
PidTagWlinkFolderType,0x684F,PtypBinary,0x0102
PidTagWlinkGroupClsid,0x6850,PtypBinary,0x0102
PidTagWlinkGroupHeaderID,0x6842,PtypBinary,0x0102
PidTagWlinkGroupName,0x6851,PtypString,0x001F
PidTagWlinkOrdinal,0x684B,PtypBinary,0x0102
PidTagWlinkRecordKey,0x684D,PtypBinary,0x0102
PidTagWlinkROGroupType,0x6892,PtypInteger32,0x0003
PidTagWlinkSaveStamp,0x6847,PtypInteger32,0x0003
PidTagWlinkSection,0x6852,PtypInteger32,0x0003
PidTagWlinkStoreEntryId,0x684E,PtypBinary,0x0102
PidTagWlinkType,0x6849,PtypInteger32,0x0003
